claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,verifiability,verification_status,verification_reason,gt_source,gt_source_table,gt_source_stats,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
claude_03084_003,claude,03084,Relació entre indicadors de manufactura (03084),chart_structure,"The horizontal axis represents cycle time (Temps de cicle) in seconds, ranging from 25.9 to 208.1 seconds",ranking,,25.9|208.1,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_004,claude,03084,Relació entre indicadors de manufactura (03084),chart_structure,"The vertical axis represents the defect rate (Defectes per milió) in defects per million units, ranging from 59.54 to 1,696.9",value,,59.54|1.696|.9,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_005,claude,03084,Relació entre indicadors de manufactura (03084),chart_structure,The smooth line connects 24 observed data points,value,,24,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,24.0
claude_03084_006,claude,03084,Relació entre indicadors de manufactura (03084),relevant_patterns_trends_and_comparisons,"At short cycle times (below approximately 35 seconds), defect rates are very low, below approximately 80 per million",ranking,<,35|80,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_007,claude,03084,Relació entre indicadors de manufactura (03084),relevant_patterns_trends_and_comparisons,"As cycle time increases through the 80–150 second range, defect rates climb to approximately 700–1,400 per million",ranking,increase,80|150|700|1.400,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_008,claude,03084,Relació entre indicadors de manufactura (03084),relevant_patterns_trends_and_comparisons,"At the longest cycle times (above 190 seconds), defect rates approach or exceed 1,500 per million",ranking,>,190|1.500,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_009,claude,03084,Relació entre indicadors de manufactura (03084),essential_key_details,The minimum defect rate is 59.54 per million at approximately 26.9 seconds cycle time,extreme,min,59.54|26.9,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_010,claude,03084,Relació entre indicadors de manufactura (03084),essential_key_details,"The maximum is 1,696.9 per million at 208.1 seconds",extreme,max,1.696|.9|208.1,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
claude_03084_011,claude,03084,Relació entre indicadors de manufactura (03084),essential_key_details,Average values across the 24 observations are approximately 113.9 seconds and 844.6 defects per million,ranking,,24|113.9|844.6,,medium,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,24.0
claude_03084_012,claude,03084,Relació entre indicadors de manufactura (03084),essential_key_details,The strong and consistent positive association between cycle time and defect rate is the primary message,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_001,gemini,03084,Relació entre indicadors de manufactura (03084),overview_and_main_message,"This chart shows the ""Relació entre indicadors de manufactura (03084)""",value,,03084,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_002,gemini,03084,Relació entre indicadors de manufactura (03084),overview_and_main_message,"The main conclusion is a positive correlation between the variables, meaning that as one increases, the other generally increases as well",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_003,gemini,03084,Relació entre indicadors de manufactura (03084),chart_structure,The X-axis displays temps de cicle (s) ranging from 25.9 to 208.1 s,value,,25.9|208.1,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_004,gemini,03084,Relació entre indicadors de manufactura (03084),chart_structure,"The Y-axis represents the values in defectes per milió, spanning from 59.54 to 1696.9 Defectes per milió",value,,59.54|1696.9,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_005,gemini,03084,Relació entre indicadors de manufactura (03084),relevant_patterns_trends_and_comparisons,"The overall trend shows stability in the upward direction; data points consistently move towards higher Y values as X values increase, demonstrating a direct proportional relationship",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_006,gemini,03084,Relació entre indicadors de manufactura (03084),essential_key_details,The maximum recorded value on the primary axis is 1696.9 Defectes per milió,extreme,max,1696.9,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_007,gemini,03084,Relació entre indicadors de manufactura (03084),essential_key_details,The minimum value is 59.54 Defectes per milió,extreme,min,59.54,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
gemini_03084_008,gemini,03084,Relació entre indicadors de manufactura (03084),essential_key_details,"On the X-axis, the recorded values range from 25.9 to 208.1 s",value,,25.9|208.1,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03097_001,chatgpt,03097,Relació entre indicadors de demografia (03097),overview_and_main_message,"The main message is a negative relationship: as the horizontal variable increases, the vertical variable generally decreases",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_002,chatgpt,03097,Relació entre indicadors de demografia (03097),chart_structure,"The horizontal axis represents Densitat (hab/km²), ranging from 35.71 to 597.25",value,,35.71|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_003,chatgpt,03097,Relació entre indicadors de demografia (03097),chart_structure,"The vertical axis represents Creixement anual (%), ranging from -1.08 to 2.97",proportion,,-1.08|2.97,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_004,chatgpt,03097,Relació entre indicadors de demografia (03097),chart_structure,All observations belong to a single sample group,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_005,chatgpt,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"As Densitat (hab/km²) increases, Creixement anual (%) tends to fall, moving from positive growth or higher rates at low Densitat (hab/km²) values toward lower values at high Densitat (hab/km²) values",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_006,chatgpt,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"Most values lie within the overall axis ranges from 35.71 to 597.25 for Densitat (hab/km²) and from -1.08 to 2.97 for Creixement anual (%), with central averages near 316.13 and 0.99",proportion,,35.71|597.25|-1.08|2.97|316.13|0.99,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_007,chatgpt,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"The vertical values cross zero, ranging from -1.08 to 2.97, which means the chart includes both negative and positive outcomes",value,,-1.08|2.97,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_008,chatgpt,03097,Relació entre indicadors de demografia (03097),essential_key_details,"The minimum observed value on the horizontal axis is 35.71 and the maximum is 597.25, with an average of 316.13",extreme,max,35.71|597.25|316.13,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_009,chatgpt,03097,Relació entre indicadors de demografia (03097),essential_key_details,"The minimum observed value on the vertical axis is -1.08 and the maximum is 2.97, with an average of 0.99",extreme,max,-1.08|2.97|0.99,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03097_010,chatgpt,03097,Relació entre indicadors de demografia (03097),essential_key_details,These values summarise the typical level and the full spread needed to interpret the chart's message,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_001,claude,03097,Relació entre indicadors de demografia (03097),overview_and_main_message,This chart examines the relationship between population density and annual growth rate across 40 geographic observations,value,,40,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,40.0
claude_03097_002,claude,03097,Relació entre indicadors de demografia (03097),overview_and_main_message,"The main message is a consistent negative correlation, confirmed across the largest sample size in the demographic charts of this batch: higher density is associated with lower or negative growth rates, and this pattern holds broadly across all 40 data points",value,,40,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,40.0
claude_03097_003,claude,03097,Relació entre indicadors de demografia (03097),chart_structure,"The horizontal axis represents population density in hab/km², ranging from 35.71 to 597.25",value,,35.71|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_004,claude,03097,Relació entre indicadors de demografia (03097),chart_structure,"The vertical axis represents the annual growth rate as a percentage, ranging from −1.08% to 2.97%",proportion,,1.08|2.97,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_005,claude,03097,Relació entre indicadors de demografia (03097),chart_structure,The smooth line and visible markers allow both the overall trend and individual values to be identified,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_006,claude,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"At low densities (below approximately 100 hab/km²), growth rates range from approximately 1.5% to 3.0%, with most positive",proportion,<,100|1.5|3.0,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_007,claude,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"At medium densities (100–400 hab/km²), rates become more dispersed and lower, generally between 0% and 2%",proportion,,100|400|0|2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,0.0
claude_03097_008,claude,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,"At the highest densities (above 500 hab/km²), growth rates fall to near-zero or negative, with the minimum of −1.08% occurring at the maximum density (597.25 hab/km²)",extreme,>,500|1.08|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_009,claude,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,The overall negative trend is consistent and directionally clear across all 40 points,value,,40,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,40.0
claude_03097_010,claude,03097,Relació entre indicadors de demografia (03097),essential_key_details,The minimum growth rate is −1.08% at 597.25 hab/km²,extreme,min,1.08|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_011,claude,03097,Relació entre indicadors de demografia (03097),essential_key_details,The maximum growth rate is 2.97% at 49.26 hab/km²,extreme,max,2.97|49.26,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
claude_03097_012,claude,03097,Relació entre indicadors de demografia (03097),essential_key_details,Average values across 40 observations are approximately 316 hab/km² and 0.99% annual growth,proportion,,40|316|0.99,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,40.0
claude_03097_013,claude,03097,Relació entre indicadors de demografia (03097),essential_key_details,The large sample size (40 points) reinforces the reliability of the observed negative correlation,value,,40,,high,supported,all_numeric_values_matched,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,40.0
gemini_03097_001,gemini,03097,Relació entre indicadors de demografia (03097),overview_and_main_message,"This chart shows the ""Relació entre indicadors de demografia (03097)""",value,,03097,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_002,gemini,03097,Relació entre indicadors de demografia (03097),overview_and_main_message,"The main conclusion is a negative correlation between the variables, indicating that as one increases, the other generally decreases",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_003,gemini,03097,Relació entre indicadors de demografia (03097),chart_structure,The X-axis displays densitat (hab/km²) ranging from 35.71 to 597.25 hab/km²,value,,35.71|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_004,gemini,03097,Relació entre indicadors de demografia (03097),chart_structure,"The Y-axis represents the values in creixement anual (%), spanning from -1.08 to 2.97 Creixement anual (%)",proportion,,-1.08|2.97,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_005,gemini,03097,Relació entre indicadors de demografia (03097),relevant_patterns_trends_and_comparisons,Data points steadily move towards lower values as the independent variable increases,trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_006,gemini,03097,Relació entre indicadors de demografia (03097),essential_key_details,The maximum recorded value on the primary axis is 2.97 Creixement anual (%),extreme,max,2.97,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_007,gemini,03097,Relació entre indicadors de demografia (03097),essential_key_details,The minimum value is -1.08 Creixement anual (%),extreme,min,-1.08,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
gemini_03097_008,gemini,03097,Relació entre indicadors de demografia (03097),essential_key_details,"On the X-axis, the recorded values range from 35.71 to 597.25 hab/km²",value,,35.71|597.25,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,40,0,,,,,,
chatgpt_03100_001,chatgpt,03100,Relació entre indicadors de salut (03100),overview_and_main_message,"The main message is the presence of two or more clusters, suggesting distinct groups rather than one continuous pattern",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_002,chatgpt,03100,Relació entre indicadors de salut (03100),chart_structure,"The horizontal axis represents Dies d'espera, ranging from 2.01 to 177.39",value,,2.01|177.39,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_003,chatgpt,03100,Relació entre indicadors de salut (03100),chart_structure,"The vertical axis represents Casos resolts (%), ranging from 40.55 to 97.86",proportion,,40.55|97.86,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_004,chatgpt,03100,Relació entre indicadors de salut (03100),chart_structure,"The observations are divided into the groups Grup 1, Grup 2",value,,1.|2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_005,chatgpt,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,The observations form 2 distinct groups,value,,2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_006,chatgpt,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,"Grup 1 occupies lower values of Dies d'espera and lower to mid values of Casos resolts (%), while Grup 2 occupies clearly higher values of both measures",proportion,,1|2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_007,chatgpt,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,"The average position of Grup 1 is about 22.74 on Dies d'espera and 49.83 on Casos resolts (%), compared with about 150.68 and 82.07 for Grup 2",comparison,,1|22.74|49.83|150.68|82.07|2,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_008,chatgpt,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,"Most values lie within the overall axis ranges from 2.01 to 177.39 for Dies d'espera and from 40.55 to 97.86 for Casos resolts (%), with central averages near 86.71 and 65.95",proportion,,2.01|177.39|40.55|97.86|86.71|65.95,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_009,chatgpt,03100,Relació entre indicadors de salut (03100),essential_key_details,"The minimum observed value on the horizontal axis is 2.01 and the maximum is 177.39, with an average of 86.71",extreme,max,2.01|177.39|86.71,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_010,chatgpt,03100,Relació entre indicadors de salut (03100),essential_key_details,"The minimum observed value on the vertical axis is 40.55 and the maximum is 97.86, with an average of 65.95",extreme,max,40.55|97.86|65.95,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03100_011,chatgpt,03100,Relació entre indicadors de salut (03100),essential_key_details,These values summarise the typical level and the full spread needed to interpret the chart's message,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_001,claude,03100,Relació entre indicadors de salut (03100),overview_and_main_message,This chart explores the relationship between waiting days and case resolution rates across 32 health service observations,value,,32,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_002,claude,03100,Relació entre indicadors de salut (03100),overview_and_main_message,"The main message is a bimodal, clustered distribution: data points form two distinct groups based on waiting time — a short-waiting cluster with lower and more variable resolution rates, and a long-waiting cluster with generally higher resolution rates",other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_003,claude,03100,Relació entre indicadors de salut (03100),chart_structure,"The horizontal axis represents waiting days, ranging from 2.01 to 177.39 days",value,,2.01|177.39,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_004,claude,03100,Relació entre indicadors de salut (03100),chart_structure,"The vertical axis represents the percentage of cases resolved, ranging from 40.55% to 97.86%",proportion,,40.55|97.86,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_005,claude,03100,Relació entre indicadors de salut (03100),chart_structure,Both the smooth line and markers allow individual and aggregate patterns to be identified across 32 observations,value,,32,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_006,claude,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,"A short-waiting cluster (approximately 2–60 days) contains many observations where resolution rates vary widely from approximately 40.6% to 75%, with considerable spread",proportion,,2|60|40.6|75,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_007,claude,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,"A long-waiting cluster (approximately 100–177 days) shows resolution rates clustered more tightly in the 65%–98% range, with several exceeding 90%",proportion,,100|177|65|98|90,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_008,claude,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,The highest resolution rate (97.86%) occurs at approximately 175 days waiting,extreme,max,97.86|175,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_009,claude,03100,Relació entre indicadors de salut (03100),essential_key_details,The minimum resolution rate is 40.55% at approximately 7.67 days waiting,extreme,min,40.55|7.67,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_010,claude,03100,Relació entre indicadors de salut (03100),essential_key_details,The maximum is 97.86% at approximately 175 days waiting,extreme,max,97.86|175,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_011,claude,03100,Relació entre indicadors de salut (03100),essential_key_details,Average values across 32 observations are approximately 86.7 days waiting and 65.9% resolution rate,proportion,,32|86.7|65.9,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
claude_03100_012,claude,03100,Relació entre indicadors de salut (03100),essential_key_details,The two visible clusters and the counterintuitive pattern of higher resolution rates among longer-waiting services are the defining features,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_001,gemini,03100,Relació entre indicadors de salut (03100),overview_and_main_message,"This chart shows the ""Relació entre indicadors de salut (03100)""",value,,03100,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_002,gemini,03100,Relació entre indicadors de salut (03100),chart_structure,The X-axis displays dies d'espera ranging from 2.01 to 177.39 None,value,,2.01|177.39,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_003,gemini,03100,Relació entre indicadors de salut (03100),chart_structure,"The Y-axis represents the values in casos resolts (%), spanning from 40.55 to 97.86 Casos resolts (%)",proportion,,40.55|97.86,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_004,gemini,03100,Relació entre indicadors de salut (03100),relevant_patterns_trends_and_comparisons,The significant contrasts between these isolated groups suggest distinct categorical or hidden structural differences,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_005,gemini,03100,Relació entre indicadors de salut (03100),essential_key_details,The maximum recorded value on the primary axis is 97.86 Casos resolts (%),extreme,max,97.86,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_006,gemini,03100,Relació entre indicadors de salut (03100),essential_key_details,The minimum value is 40.55 Casos resolts (%),extreme,min,40.55,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
gemini_03100_007,gemini,03100,Relació entre indicadors de salut (03100),essential_key_details,"On the X-axis, the recorded values range from 2.01 to 177.39 None",value,,2.01|177.39,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,30,0,,,,,,
chatgpt_03115_001,chatgpt,03115,Relació entre indicadors de demografia (03115),overview_and_main_message,"The main message is a negative relationship: as the horizontal variable increases, the vertical variable generally decreases",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_002,chatgpt,03115,Relació entre indicadors de demografia (03115),chart_structure,"The horizontal axis represents Densitat (hab/km²), ranging from 68.21 to 596.78",value,,68.21|596.78,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_003,chatgpt,03115,Relació entre indicadors de demografia (03115),chart_structure,"The vertical axis represents Creixement anual (%), ranging from -1.24 to 2.7",proportion,,-1.24|2.7,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_004,chatgpt,03115,Relació entre indicadors de demografia (03115),chart_structure,All observations belong to a single sample group,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_005,chatgpt,03115,Relació entre indicadors de demografia (03115),relevant_patterns_trends_and_comparisons,"As Densitat (hab/km²) increases, Creixement anual (%) tends to fall, moving from positive growth or higher rates at low Densitat (hab/km²) values toward lower values at high Densitat (hab/km²) values",trend,increase,,,medium,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_006,chatgpt,03115,Relació entre indicadors de demografia (03115),relevant_patterns_trends_and_comparisons,"Most values lie within the overall axis ranges from 68.21 to 596.78 for Densitat (hab/km²) and from -1.24 to 2.7 for Creixement anual (%), with central averages near 349.76 and 0.74",proportion,,68.21|596.78|-1.24|2.7|349.76|0.74,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_007,chatgpt,03115,Relació entre indicadors de demografia (03115),relevant_patterns_trends_and_comparisons,"The vertical values cross zero, ranging from -1.24 to 2.7, which means the chart includes both negative and positive outcomes",value,,-1.24|2.7,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_008,chatgpt,03115,Relació entre indicadors de demografia (03115),essential_key_details,"The minimum observed value on the horizontal axis is 68.21 and the maximum is 596.78, with an average of 349.76",extreme,max,68.21|596.78|349.76,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_009,chatgpt,03115,Relació entre indicadors de demografia (03115),essential_key_details,"The minimum observed value on the vertical axis is -1.24 and the maximum is 2.7, with an average of 0.74",extreme,max,-1.24|2.7|0.74,,high,contradicted,some_numeric_values_not_found,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
chatgpt_03115_010,chatgpt,03115,Relació entre indicadors de demografia (03115),essential_key_details,These values summarise the typical level and the full spread needed to interpret the chart's message,other,,,,low,insufficient_data,no_numeric_values_in_claim,"{'table': 'chartsold.json', 'stats': None}",chartsold.json,,0,24,0,,,,,,
