claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review,verification_status,verification_reason,gt_source,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
openai_01851_2805,openai,01851,energy indicators by category (01851),essential_key_details,"The average value across all categories is 635.8 GWh, and the median is also 635.8 GWh",value,,635.8|635.8,,"The average value across all categories is 635.8 GWh, and the median is also 635.8 GWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,635.8,635.8,635.8,635.8,0.0,635.8|635.8
openai_01851_2806,openai,01851,energy indicators by category (01851),essential_key_details,"The standard deviation is 0.0, confirming there is no variability at all in the data",value,,0.0,,"The standard deviation is 0.0, confirming there is no variability at all in the data",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,635.8,635.8,635.8,635.8,0.0,0.0
openai_01851_2807,openai,01851,energy indicators by category (01851),essential_key_details,"The total across the six categories is 3814.8 GWh, but the central message is that each individual category contributes the same amount: 635.8 GWh",value,,3814.8|635.8,,"The total across the six categories is 3814.8 GWh, but the central message is that each individual category contributes the same amount: 635.8 GWh",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",6,6,1,635.8,635.8,635.8,635.8,0.0,635.8
openai_01865_2808,openai,01865,web analytics indicators by category (01865),overview_and_main_message,"This chart shows web analytics indicators by category, specifically the number of sessions measured in thousands for different traffic categories",other,,,,"This chart shows web analytics indicators by category, specifically the number of sessions measured in thousands for different traffic categories",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2809,openai,01865,web analytics indicators by category (01865),overview_and_main_message,"The main message is that all categories have exactly the same value, so there is no variation, ranking, trend, or seasonal pattern visible across categories",ranking,,,,"The main message is that all categories have exactly the same value, so there is no variation, ranking, trend, or seasonal pattern visible across categories",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2810,openai,01865,web analytics indicators by category (01865),overview_and_main_message,Every traffic source contributes 303.6 thousand sessions,value,,303.6,,Every traffic source contributes 303.6 thousand sessions,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,303.6
openai_01865_2811,openai,01865,web analytics indicators by category (01865),chart_structure,"In this chart, the values shown are all the same, at 303.6 thousand sessions, so the quantitative range effectively does not vary",value,,303.6,,"In this chart, the values shown are all the same, at 303.6 thousand sessions, so the quantitative range effectively does not vary",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,303.6
openai_01865_2812,openai,01865,web analytics indicators by category (01865),relevant_patterns_trends_and_comparisons,The only clear pattern is complete uniformity: all nine categories share the same value of 303.6 thousand sessions,proportion,,303.6,,The only clear pattern is complete uniformity: all nine categories share the same value of 303.6 thousand sessions,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,303.6
openai_01865_2813,openai,01865,web analytics indicators by category (01865),relevant_patterns_trends_and_comparisons,"Because every category has the same value, there are no meaningful differences or contrasts between traffic sources",other,,,,"Because every category has the same value, there are no meaningful differences or contrasts between traffic sources",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2814,openai,01865,web analytics indicators by category (01865),relevant_patterns_trends_and_comparisons,No category stands out as higher or lower than the others,comparison,<,,,No category stands out as higher or lower than the others,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2815,openai,01865,web analytics indicators by category (01865),relevant_patterns_trends_and_comparisons,"The line is effectively flat across all categories, indicating no increase, decrease, fluctuation, or cyclical behavior in the displayed values",trend,,,,"The line is effectively flat across all categories, indicating no increase, decrease, fluctuation, or cyclical behavior in the displayed values",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2816,openai,01865,web analytics indicators by category (01865),essential_key_details,The maximum value is 303.6 thousand sessions and the minimum value is also 303.6 thousand sessions,extreme,max,303.6|303.6,,The maximum value is 303.6 thousand sessions and the minimum value is also 303.6 thousand sessions,high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,303.6|303.6
openai_01865_2817,openai,01865,web analytics indicators by category (01865),essential_key_details,"The average value is 303.6 thousand sessions, matching every individual category",value,,303.6,,"The average value is 303.6 thousand sessions, matching every individual category",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,303.6
openai_01865_2818,openai,01865,web analytics indicators by category (01865),essential_key_details,"The total across all nine categories is 2,732.4 thousand sessions",value,,2.732|.4,,"The total across all nine categories is 2,732.4 thousand sessions",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,
openai_01865_2819,openai,01865,web analytics indicators by category (01865),essential_key_details,"Variability is zero, with a range of 0 and a standard deviation of 0, confirming that all categories are identical in this chart",value,,0|0.,,"Variability is zero, with a range of 0 and a standard deviation of 0, confirming that all categories are identical in this chart",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,9,1,303.6,303.6,303.6,303.6,0.0,0.0|0.0
openai_01869_2820,openai,01869,energy indicators by category (01869),overview_and_main_message,"This chart shows energy indicators by category, measured in gigawatt-hours (GWh)",other,,,,"This chart shows energy indicators by category, measured in gigawatt-hours (GWh)",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2821,openai,01869,energy indicators by category (01869),overview_and_main_message,Its main message is a clear increase in the energy value as the category moves from Very low to Low to Medium,trend,,,,Its main message is a clear increase in the energy value as the category moves from Very low to Low to Medium,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2822,openai,01869,energy indicators by category (01869),chart_structure,"The Y-axis shows energy values in GWh, ranging from 1916.2 to 3316.1 GWh",value,,1916.2|3316.1,1916,"The Y-axis shows energy values in GWh, ranging from 1916.2 to 3316.1 GWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,1916.2|3316.1
openai_01869_2823,openai,01869,energy indicators by category (01869),relevant_patterns_trends_and_comparisons,The dominant pattern is a consistent increase across all categories,trend,,,,The dominant pattern is a consistent increase across all categories,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2824,openai,01869,energy indicators by category (01869),relevant_patterns_trends_and_comparisons,"The value rises from 1916.2 GWh in Very low to 2347.0 GWh in Low, and then to 3316.1 GWh in Medium",value,,1916.2|2347.0|3316.1,1916,"The value rises from 1916.2 GWh in Very low to 2347.0 GWh in Low, and then to 3316.1 GWh in Medium",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,1916.2|2347.0|3316.1
openai_01869_2825,openai,01869,energy indicators by category (01869),relevant_patterns_trends_and_comparisons,The increase is not uniform in size,trend,,,,The increase is not uniform in size,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2826,openai,01869,energy indicators by category (01869),relevant_patterns_trends_and_comparisons,"The change from Very low to Low is 430.8 GWh, while the increase from Low to Medium is much larger at 969.1 GWh",trend,,430.8|969.1,,"The change from Very low to Low is 430.8 GWh, while the increase from Low to Medium is much larger at 969.1 GWh",medium,True,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2827,openai,01869,energy indicators by category (01869),relevant_patterns_trends_and_comparisons,There are no reversals or dips between categories,other,,,,There are no reversals or dips between categories,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,
openai_01869_2828,openai,01869,energy indicators by category (01869),essential_key_details,"The minimum value is 1916.2 GWh in the Very low category, and the maximum value is 3316.1 GWh in the Medium category",extreme,max,1916.2|3316.1,1916,"The minimum value is 1916.2 GWh in the Very low category, and the maximum value is 3316.1 GWh in the Medium category",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,1916.2|3316.1
openai_01869_2829,openai,01869,energy indicators by category (01869),essential_key_details,"The overall average across the three categories is about 2526.4 GWh, and the median is 2347.0 GWh, which matches the Low category",value,,2526.4|2347.0,,"The overall average across the three categories is about 2526.4 GWh, and the median is 2347.0 GWh, which matches the Low category",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,2526.4|2347.0
openai_01869_2830,openai,01869,energy indicators by category (01869),essential_key_details,"The total spread from minimum to maximum is 1399.9 GWh, showing a substantial difference between the lowest and highest categories",extreme,max,1399.9,,"The total spread from minimum to maximum is 1399.9 GWh, showing a substantial difference between the lowest and highest categories",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",3,3,1,1916.2,3316.1,2526.433333,2347.0,716.991801,1399.9
openai_01874_2831,openai,01874,finance indicators by category (01874),overview_and_main_message,"This chart is a line chart with markers showing finance indicators by category, measured in millions of euros",other,,,,"This chart is a line chart with markers showing finance indicators by category, measured in millions of euros",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,
openai_01874_2832,openai,01874,finance indicators by category (01874),overview_and_main_message,Its purpose is to compare the values of ten financial categories and identify which categories have the highest and lowest amounts,extreme,max,,,Its purpose is to compare the values of ten financial categories and identify which categories have the highest and lowest amounts,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,
openai_01874_2833,openai,01874,finance indicators by category (01874),overview_and_main_message,The main message is a steady decline across the listed categories: values start at a high level for Revenue and then decrease almost continuously down to Working capital,trend,,,,The main message is a steady decline across the listed categories: values start at a high level for Revenue and then decrease almost continuously down to Working capital,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,
openai_01874_2834,openai,01874,finance indicators by category (01874),chart_structure,"The vertical axis represents value in M€, from 51.0 M€ up to 130.4 M€",value,,51.0|130.4,,"The vertical axis represents value in M€, from 51.0 M€ up to 130.4 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,51.0|130.4
openai_01874_2835,openai,01874,finance indicators by category (01874),relevant_patterns_trends_and_comparisons,"Revenue is the highest category at 130.4 M€, followed by Costs at 120.4 M€ and Margin at 110.3 M€, then values continue falling through the remaining categories",extreme,max,130.4|120.4|110.3,,"Revenue is the highest category at 130.4 M€, followed by Costs at 120.4 M€ and Margin at 110.3 M€, then values continue falling through the remaining categories",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,130.4|120.4|110.3
openai_01874_2836,openai,01874,finance indicators by category (01874),relevant_patterns_trends_and_comparisons,A second notable pattern is the split between higher-value and lower-value categories,ranking,,,,A second notable pattern is the split between higher-value and lower-value categories,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,
openai_01874_2837,openai,01874,finance indicators by category (01874),relevant_patterns_trends_and_comparisons,"The first five categories, from Revenue through Debt, all remain above 90 M€, while the last five, from Dividends through Working capital, are below that level",ranking,>,90,,"The first five categories, from Revenue through Debt, all remain above 90 M€, while the last five, from Dividends through Working capital, are below that level",medium,True,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,90.0
openai_01874_2838,openai,01874,finance indicators by category (01874),relevant_patterns_trends_and_comparisons,"The overall spread is substantial, but there are no outliers indicated in the summary statistics, which supports the impression of a smooth decrease rather than isolated anomalies",trend,,,,"The overall spread is substantial, but there are no outliers indicated in the summary statistics, which supports the impression of a smooth decrease rather than isolated anomalies",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,
openai_01874_2839,openai,01874,finance indicators by category (01874),essential_key_details,"The maximum value is Revenue at 130.4 M€, and the minimum value is Working capital at 51.0 M€",extreme,max,130.4|51.0,,"The maximum value is Revenue at 130.4 M€, and the minimum value is Working capital at 51.0 M€",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,130.4|51.0
openai_01874_2840,openai,01874,finance indicators by category (01874),essential_key_details,"The overall average across all categories is 88.32 M€, with a median of 89.85 M€",value,,88.32|89.85,,"The overall average across all categories is 88.32 M€, with a median of 89.85 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,88.32|89.85
openai_01874_2841,openai,01874,finance indicators by category (01874),essential_key_details,"The total range is 79.4 M€, showing a considerable difference between the highest and lowest categories",extreme,max,79.4,,"The total range is 79.4 M€, showing a considerable difference between the highest and lowest categories",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,79.4
openai_01874_2842,openai,01874,finance indicators by category (01874),essential_key_details,"Among the mid-range categories, Capex is 99.7 M€ and Debt is 94.4 M€, while lower categories include Taxes at 73.2 M€, Reserves at 63.7 M€, and Depreciation at 54.8 M€",value,,99.7|94.4|73.2|63.7|54.8,,"Among the mid-range categories, Capex is 99.7 M€ and Debt is 94.4 M€, while lower categories include Taxes at 73.2 M€, Reserves at 63.7 M€, and Depreciation at 54.8 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,51.0,130.4,88.32,89.85,27.506961,99.7|94.4|73.2|63.7|54.8
openai_01891_2843,openai,01891,Evolution of sales by period (01891),overview_and_main_message,"This chart shows the evolution of sales by period from 2012 to 2025 for three regions: North, Central, and South, measured in millions of euros",value,,2012|2025,2012|2025,"This chart shows the evolution of sales by period from 2012 to 2025 for three regions: North, Central, and South, measured in millions of euros",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2844,openai,01891,Evolution of sales by period (01891),overview_and_main_message,Its purpose is to show how sales change over time and whether there is a cyclical or seasonal pattern,other,,,,Its purpose is to show how sales change over time and whether there is a cyclical or seasonal pattern,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2845,openai,01891,Evolution of sales by period (01891),overview_and_main_message,"The main message is that all three regions follow a very similar trajectory: sales rise steadily from 2012 to a peak around 2015 to 2016, then decline strongly until 2022 or 2023, followed by a modest recovery in 2024 and 2025",extreme,max,2012|2015|2016.|2022|2023.|2024|2025,2012|2015|2016|2022|2023|2024|2025,"The main message is that all three regions follow a very similar trajectory: sales rise steadily from 2012 to a peak around 2015 to 2016, then decline strongly until 2022 or 2023, followed by a modest recovery in 2024 and 2025",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2846,openai,01891,Evolution of sales by period (01891),overview_and_main_message,"South remains the highest-selling region throughout, North the lowest, and Central stays between them",extreme,max,,,"South remains the highest-selling region throughout, North the lowest, and Central stays between them",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2847,openai,01891,Evolution of sales by period (01891),chart_structure,"The X axis represents the period, with yearly categories from 2012 to 2025",value,,2012|2025,2012|2025,"The X axis represents the period, with yearly categories from 2012 to 2025",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2848,openai,01891,Evolution of sales by period (01891),chart_structure,"The Y axis represents sales in M€, ranging from 15.0 to 53.0 M€",value,,15.0|53.0,,"The Y axis represents sales in M€, ranging from 15.0 to 53.0 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,15.0|53.0
openai_01891_2849,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,The first clear pattern is a shared time trend across all regions,ranking,,,,The first clear pattern is a shared time trend across all regions,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2850,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,"Sales increase from 2012 to the mid-2010s, reaching their highest levels around 2015 or 2016, then fall year after year until the early 2020s, before turning upward again in the final two years",extreme,max,2012|201|2015|2016.|202,2012|2015|2016,"Sales increase from 2012 to the mid-2010s, reaching their highest levels around 2015 or 2016, then fall year after year until the early 2020s, before turning upward again in the final two years",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2851,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,The second pattern is the consistent ranking of regions,ranking,,,,The second pattern is the consistent ranking of regions,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2852,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,"South has the highest sales in every year, Central is always in the middle, and North is always the lowest",extreme,max,,,"South has the highest sales in every year, Central is always in the middle, and North is always the lowest",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2853,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,This indicates that differences between regions are stable even while all three move in the same direction over time,other,,,,This indicates that differences between regions are stable even while all three move in the same direction over time,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2854,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,"Average sales across the three regions rise from 32.3 M€ in 2012 to a high of 47.5 M€ in 2016, then drop to their lowest average of 18.6 M€ in 2023, before recovering to 26.3 M€ in 2025",extreme,min,32.3|2012|47.5|2016.|18.6|2023.|26.3|2025,2012|2016|2023|2025,"Average sales across the three regions rise from 32.3 M€ in 2012 to a high of 47.5 M€ in 2016, then drop to their lowest average of 18.6 M€ in 2023, before recovering to 26.3 M€ in 2025",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,32.3|26.3
openai_01891_2855,openai,01891,Evolution of sales by period (01891),relevant_patterns_trends_and_comparisons,The rebound does not return sales to earlier peak levels,extreme,max,,,The rebound does not return sales to earlier peak levels,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01891_2856,openai,01891,Evolution of sales by period (01891),essential_key_details,"The maximum value in the chart is 53.0 M€, reached by South in 2015",extreme,max,53.0|2015,2015,"The maximum value in the chart is 53.0 M€, reached by South in 2015",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,53.0
openai_01891_2857,openai,01891,Evolution of sales by period (01891),essential_key_details,"The minimum value is 15.0 M€, reached by North in 2022",extreme,min,15.0|2022,2022,"The minimum value is 15.0 M€, reached by North in 2022",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,15.0
openai_01891_2858,openai,01891,Evolution of sales by period (01891),essential_key_details,"Across all 42 data points, the overall average is about 33.1 M€",value,,42|33.1,,"Across all 42 data points, the overall average is about 33.1 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,42.0|33.1
openai_01891_2859,openai,01891,Evolution of sales by period (01891),essential_key_details,"By series, average sales are 38.7 M€ for South, 33.2 M€ for Central, and 27.3 M€ for North",value,,38.7|33.2|27.3,,"By series, average sales are 38.7 M€ for South, 33.2 M€ for Central, and 27.3 M€ for North",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,38.7|33.2
openai_01891_2860,openai,01891,Evolution of sales by period (01891),essential_key_details,"Peak values occur in the mid-2010s for all regions: North reaches 39.4 M€ in 2016, Central reaches 50.5 M€ in 2016, and South reaches 53.0 M€ in 2015",extreme,max,201|39.4|2016.|50.5|2016.|53.0|2015,2016|2016|2015,"Peak values occur in the mid-2010s for all regions: North reaches 39.4 M€ in 2016, Central reaches 50.5 M€ in 2016, and South reaches 53.0 M€ in 2015",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,39.4|50.5|53.0
openai_01891_2861,openai,01891,Evolution of sales by period (01891),essential_key_details,"Their low points occur in the early 2020s: North falls to 15.0 M€ in 2022, Central to 16.5 M€ in 2023, and South to 23.6 M€ in both 2022 and 2023",value,,202|15.0|2022.|16.5|2023.|23.6|2022|2023,2022|2023|2022|2023,"Their low points occur in the early 2020s: North falls to 15.0 M€ in 2022, Central to 16.5 M€ in 2023, and South to 23.6 M€ in both 2022 and 2023",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,15.0|16.5|23.6
openai_01891_2862,openai,01891,Evolution of sales by period (01891),essential_key_details,"These milestones summarise the chart’s message of a common rise, prolonged decline, and limited late recovery",other,,,,"These milestones summarise the chart’s message of a common rise, prolonged decline, and limited late recovery",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",42,14,3,15.0,53.0,33.059524,32.35,11.431067,
openai_01892_2863,openai,01892,finance indicators by category (01892),overview_and_main_message,"This chart is a line chart with markers showing finance indicators by category, measured in millions of euros",other,,,,"This chart is a line chart with markers showing finance indicators by category, measured in millions of euros",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,
openai_01892_2864,openai,01892,finance indicators by category (01892),overview_and_main_message,"Its main message is a steady rise in value across the listed categories, from Revenue to Working capital, with no reversals or dips",other,,,,"Its main message is a steady rise in value across the listed categories, from Revenue to Working capital, with no reversals or dips",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,
openai_01892_2865,openai,01892,finance indicators by category (01892),overview_and_main_message,The categories at the end of the sequence have substantially higher values than those at the beginning,other,,,,The categories at the end of the sequence have substantially higher values than those at the beginning,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,
openai_01892_2866,openai,01892,finance indicators by category (01892),chart_structure,"The vertical Y axis represents value in M€, ranging from 28.7 to 107.2 M€",value,,28.7|107.2,,"The vertical Y axis represents value in M€, ranging from 28.7 to 107.2 M€",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,28.7|107.2
openai_01892_2867,openai,01892,finance indicators by category (01892),relevant_patterns_trends_and_comparisons,"Each category has a higher value than the one before it, indicating a strictly increasing sequence rather than fluctuation",other,,,,"Each category has a higher value than the one before it, indicating a strictly increasing sequence rather than fluctuation",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,
openai_01892_2868,openai,01892,finance indicators by category (01892),relevant_patterns_trends_and_comparisons,A second important pattern is the broad spread between the lowest and highest categories,extreme,max,,,A second important pattern is the broad spread between the lowest and highest categories,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,
openai_01892_2869,openai,01892,finance indicators by category (01892),relevant_patterns_trends_and_comparisons,"The average value is 68.28 M€, and the median is 67.7 M€, so the centre of the distribution lies around the upper 60s, while the full range is much wider, showing meaningful variation across categories",value,,68.28|67.7|6,,"The average value is 68.28 M€, and the median is 67.7 M€, so the centre of the distribution lies around the upper 60s, while the full range is much wider, showing meaningful variation across categories",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,28.7,107.2,68.28,67.7,26.184211,68.28|67.7
